"059","0001","010","F.E.R.E.S.A.","AV-120","Semirremolque STD","$",,,,,,,,,,,,,"30500","29000","24000","23000","22100","19000",,,,,,,
"015","0029","035","FORD","Cargo","712/28 (L07)","$","212690","120000","115000","112000","109000","105000",,,,,,,,,,,,,,,,,,,
"015","0029","036","FORD","Cargo","712/39 (L07)","$","214240","121000","116000","113000","110000","107000",,,,,,,,,,,,,,,,,,,
"015","0029","019","FORD","Cargo","914","$",,,,,,,,,,,,"100000","97000","94000",,,,,,,,,,,
"015","0029","020","FORD","Cargo","915","$",,,,,"130000","127000","124000","121000","118000","115000","112000",,,,,,,,,,,,,,
"015","0029","034","FORD","Cargo","915e (L07)","$","256082","145000","140000","137000","135000",,,,,,,,,,,,,,,,,,,,
"015","0029","021","FORD","Cargo","1317/48","$",,,,,"148000","143000","138000",,,,,,,,,,,,,,,,,,
"015","0029","024","FORD","Cargo","1317/48e (L07) DISCONTINUO","$",,"160000","155000","150000","145000",,,,,,,,,,,,,,,,,,,,
"015","0029","041","FORD","Cargo","1317/48 (L12)","$","295806",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","001","FORD","Cargo","1416/35","$",,,,,,,,,"120000","115000","110000","105000","100000","95000","90000",,,,,,,,,,
"015","0029","002","FORD","Cargo","1416/43","$",,,,,,,,,"120000","115000","110000","105000","100000","95000","90000","87000",,,,,,,,,
"015","0029","003","FORD","Cargo","1416/48","$",,,,,,,,,"120000","115000","110000","105000","100000","95000","90000",,,,,,,,,,
"015","0029","004","FORD","Cargo","1517/35","$",,,,,"148000","143000","138000","133000","128000",,,,,,,,,,,,,,,,
"015","0029","025","FORD","Cargo","1517/35e (L07) DISCONTINUO","$",,"165000","160000","155000","152000",,,,,,,,,,,,,,,,,,,,
"015","0029","042","FORD","Cargo","1517/35 (L12)","$","309477",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","005","FORD","Cargo","1517/48","$",,,,,"148000","143000","138000","133000","128000",,,,,,,,,,,,,,,,
"015","0029","026","FORD","Cargo","1517/48e (L07) DISCONTINUO","$",,"165000","160000","155000","152000",,,,,,,,,,,,,,,,,,,,
"015","0029","043","FORD","Cargo","1517/48 (L12)","$","320740",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","006","FORD","Cargo","1716","$",,,,,,,,,,"115000","110000","105000","100000","95000","90000",,,,,,,,,,
"015","0029","007","FORD","Cargo","1721/43","$",,,,,,,,,,"110000",,,,,,,,,,,,,,,
"015","0029","008","FORD","Cargo","1721/48","$",,,,,,,,,,"119000","114000","109000","104000","99000",,,,,,,,,,,
"015","0029","009","FORD","Cargo","1722","$",,,,,,,,,,,,,,"99000","94000","89000",,,,,,,,,
"015","0029","010","FORD","Cargo","1722/35","$",,,,,"175000","170000","165000","160000","155000","150000","145000","135000","130000","125000",,,,,,,,,,,
"015","0029","027","FORD","Cargo","1722/37e (L07) DISCONTINUO","$",,"195000","190000","185000","180000",,,,,,,,,,,,,,,,,,,,
"015","0029","044","FORD","Cargo","1722/37 Tractor (L12)","$","356935",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","045","FORD","Cargo","1722/37 Tractor CD (L12)","$","378114",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","011","FORD","Cargo","1722/43","$",,,,,"175000","170000","165000","160000","155000","150000","145000","135000","130000","125000","120000","115000",,,,,,,,,
"015","0029","028","FORD","Cargo","1722/43e (L07) DISCONTINUO","$",,"195000","190000","185000","180000",,,,,,,,,,,,,,,,,,,,
"015","0029","040","FORD","Cargo","1722/43e c/Toma de Fuerza (L07) DISCONTINUO","$",,"199000",,,,,,,,,,,,,,,,,,,,,,,
"015","0029","046","FORD","Cargo","1722/43 (L12)","$","346739",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","048","FORD","Cargo","1722/43 c/Toma de Fuerza (L12)","$","367624",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","047","FORD","Cargo","1722/43 CD (L12)","$","360970",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","012","FORD","Cargo","1722/48","$",,,,,"175000","170000","165000","160000","155000","150000","145000","135000","130000","125000","120000","115000",,,,,,,,,
"015","0029","029","FORD","Cargo","1722/48e (L07) DISCONTINUO","$",,"195000","190000","185000","180000",,,,,,,,,,,,,,,,,,,,
"015","0029","049","FORD","Cargo","1722/48 (L12)","$","352801",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","050","FORD","Cargo","1722/48 CD (L12)","$","374193",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","051","FORD","Cargo","1722/48 6x2 (L12)","$","397381",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","038","FORD","Cargo","1722e 6x2 C (L07) DISCONTINUO","$",,"210000",,,,,,,,,,,,,,,,,,,,,,,
"015","0029","039","FORD","Cargo","1722e 6x2 L (L07) DISCONTINUO","$",,"210000",,,,,,,,,,,,,,,,,,,,,,,
"015","0029","052","FORD","Cargo","1722/53 6x2 (L12)","$","400679",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","014","FORD","Cargo","1730/48","$",,,,,"185000","180000",,,,"160000","155000","150000",,,,,,,,,,,,,
"015","0029","013","FORD","Cargo","1730/35","$",,,,,,"180000","175000","170000","165000","160000","155000","150000","145000","140000","135000",,,,,,,,,,
"015","0029","022","FORD","Cargo","1831/37SA","$",,,,,"220000","215000","210000",,,,,,,,,,,,,,,,,,
"015","0029","023","FORD","Cargo","1831/37CA","$",,,,,"220000","215000","210000",,,,,,,,,,,,,,,,,,
"015","0029","030","FORD","Cargo","1832/37e (L07) DISCONTINUO","$",,"248000","240000","235000","230000",,,,,,,,,,,,,,,,,,,,
"015","0029","031","FORD","Cargo","1832/48e (L07) DISCONTINUO","$",,"246000","240000","235000","230000",,,,,,,,,,,,,,,,,,,,
"015","0029","053","FORD","Cargo","1932/37 Tractor (L12)","$","456177",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","054","FORD","Cargo","1932/37 Tractor CD (L12)","$","477356",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","055","FORD","Cargo","1932/48 (L12)","$","453717",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","056","FORD","Cargo","1932/48 CD (L12)","$","475476",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","015","FORD","Cargo","2625/41","$",,,,,,,,,"215000","210000","205000","200000",,,,,,,,,,,,,
"015","0029","016","FORD","Cargo","2625/52","$",,,,,,,,,"215000","210000","205000","200000",,,,,,,,,,,,,
"015","0029","017","FORD","Cargo","2631/41","$",,,,,"240000","235000","230000","225000","220000",,,,,,,,,,,,,,,,
"015","0029","018","FORD","Cargo","2631/52","$",,,,,"240000","235000","230000","225000","220000",,,,,,,,,,,,,,,,
"015","0029","032","FORD","Cargo","2632/41e (L07)","$","494670","270000","260000","250000","245000",,,,,,,,,,,,,,,,,,,,
"015","0029","037","FORD","Cargo","2632/41e c/Toma Fuerza","$",,,,"250000",,,,,,,,,,,,,,,,,,,,,
"015","0029","057","FORD","Cargo","2632/41 6x4 (L12)","$","531966",,,,,,,,,,,,,,,,,,,,,,,,
"015","0029","033","FORD","Cargo","2632/52e (L07)","$","503550","270000","260000","250000","245000",,,,,,,,,,,,,,,,,,,,
"015","0029","058","FORD","Cargo","2632/53 6x4 (L12)","$","541823",,,,,,,,,,,,,,,,,,,,,,,,
"015","0045","001","FORD","F-14000","H.D-44","$",,,,,,"150000","145000","140000","135000","125000","120000","115000","105000","100000","95000","90000","85000","80000",,,,,,,
